# Local Audit Report
# Date: 2026-02-27 15:03:18.919124+00:00
# Network (SSID): Ethernet_or_Unknown
# Avg Latency: 823ms
# Success Rate: 80.5%
# Total Passed: 227

[VLESS] [1013ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@162.19.79.101:8443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BVLESS%20160%5D%20%40ResistalProxy
[VMESS] [1016ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQGNoaWxsZ3V5X3ZwbiIsICJhZGQiOiAiNTcuMTI5LjI4LjY1IiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjAzZmNjNjE4LWI5M2QtNjc5Ni02YWVkLThhMzhjOTc1ZDU4MSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICJhdXRvIiwgImhvc3QiOiAia2FwZWxsZW5nLmNvbSIsICJwYXRoIjogIi9saW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogImthcGVsbGVuZy5jb20iLCAiYWxwbiI6ICIifQ==
[VLESS] [1018ms] vless://7d4a519b-d270-434e-a42d-d39624577a92@172.66.128.70:80?type=ws&host=BrIgHt-orGaNizaTioNAuhudDhESZ.spoRTlAnd.CoMpANY.&path=/%3Fed#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BOpenRay%5D%20%F0%9F%87%A8%F0%9F%87%A6%20CA-13710
[VLESS] [1018ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@5.34.209.231:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BOpenRay%5D%20%F0%9F%87%B1%F0%9F%87%BB%20LV-214
[VLESS] [1018ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@167.71.5.29:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BVLESS%20182%5D%20%40ResistalProxy
[VLESS] [1019ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@143.20.213.225:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20119%5D%20%40ResistalProxy
[VLESS] [1020ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@142.132.165.86:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9217
[VLESS] [1021ms] vless://26524cce-d514-4014-a426-365fb266a14d@5.255.120.214:8443?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20%E8%8D%B7%E5%85%B0%20NL%2040%20-343
[VLESS] [1024ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@144.31.130.58:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=qq&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20%F0%9F%87%BA%F0%9F%87%B8%20_US_%E7%BE%8E%E5%9B%BD%20-546
[VMESS] [1029ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQEF6YWRpb05ldCBcdTA2MmFcdTA2NDQgXHUwNjMzXHUwNjMxXHUwNjg2IFx1MDZhOVx1MDY0NiIsICJhZGQiOiAiNTcuMTI5LjI1LjIwIiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjAzZmNjNjE4LWI5M2QtNjc5Ni02YWVkLThhMzhjOTc1ZDU4MSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICItLS0iLCAiaG9zdCI6ICI1Ny4xMjkuMjUuMjAiLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogIjU3LjEyOS4yNS4yMCIsICJhbHBuIjogIiJ9
[VLESS] [1029ms] vless://26524cce-d514-4014-a426-365fb266a14d@51.75.22.146:2053?security=tls&type=ws&host=cyuxj212pnq.chinat.indevs.in&path=/danfeng&sni=cyuxj212pnq.chinat.indevs.in&fp=random#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%F0%9F%87%AB%F0%9F%87%B7%20%E6%B3%95%E5%9B%BD%20disney%20netflix%20FR-1%20-395
[VLESS] [1030ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@162.19.79.137:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-835
[VMESS] [1033ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gQEF6YWRpb05ldCIsICJhZGQiOiAiNTcuMTI5LjI1LjIwIiwgInBvcnQiOiAiNDQzIiwgImlkIjogIjAzZmNjNjE4LWI5M2QtNjc5Ni02YWVkLThhMzhjOTc1ZDU4MSIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICItLS0iLCAiaG9zdCI6ICI1Ny4xMjkuMjUuMjAiLCAicGF0aCI6ICJsaW5rdndzIiwgInRscyI6ICJ0bHMiLCAic25pIjogIiIsICJhbHBuIjogIiJ9
[VLESS] [1034ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@18.183.158.211:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40wangcai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AF%F0%9F%87%B5%20JP%5D%20%5BVLESS%20207%5D%20%40ResistalProxy
[VLESS] [1035ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@116.203.94.129:2083?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9207
[VLESS] [1044ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@194.164.192.16:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BVLESS%20240%5D%20%40ResistalProxy
[VMESS] [1051ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOVx1ZDgzY1x1ZGRlYSBERV0gdC5tZS92MkxpbmUgfCBGcmVlIHwgMzQwMiB8IEdlcm1hbnkiLCAiYWRkIjogIjU3LjEyOS4yOC4yMTQiLCAicG9ydCI6ICI0NDMiLCAiaWQiOiAiMDNmY2M2MTgtYjkzZC02Nzk2LTZhZWQtOGEzOGM5NzVkNTgxIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICJrYW1wb25nLm9yZyIsICJwYXRoIjogImxpbmt2d3MiLCAidGxzIjogInRscyIsICJzbmkiOiAia2FtcG9uZy5vcmciLCAiYWxwbiI6ICIifQ==
[VLESS] [1052ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.128.204.4:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40%40jdfxq&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BOpenRay%5D%20%F0%9F%87%B1%F0%9F%87%BB%20LV-186
[VLESS] [1053ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@167.235.149.67:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9214
[VLESS] [1054ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@116.203.94.129:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9211
[VLESS] [1056ms] vless://26524cce-d514-4014-a426-365fb266a14d@2.59.183.77:443?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20%E8%8D%B7%E5%85%B0%20NL%2041%20-320
[VLESS] [1057ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.128.204.4:8443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BOpenRay%5D%20%F0%9F%87%B1%F0%9F%87%BB%20LV-163
[VLESS] [1057ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@5.180.21.2:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-1009
[VLESS] [1059ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@159.69.197.209:8443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-9188
[VLESS] [1070ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@173.212.207.89:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%2640oPiran%F0%9F%8E%96%40oPiran&sni=sni.111000.indevs.in#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%5BOpenRay%5D%20%F0%9F%87%AB%F0%9F%87%B7%20FR-612
[VLESS] [1075ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@150.230.146.170:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-7453
[VLESS] [1083ms] vless://c3dd7afc-151f-44f6-8263-ad3c8420ae2f@45.83.21.107:59997?security=reality&type=tcp&sni=yahoo.com&pbk=m4ipEx1PUfb6F5Uv5Mwe5g34TzdNkG_rIQ0xw-Do1mI&fp=chrome&sid=816473be23c2#%5B%F0%9F%87%A8%F0%9F%87%BE%20CY%5D%20%F0%9F%87%AE%F0%9F%87%B8%20Iceland%20-%20NA%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [1087ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.241.241.28:2053?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B7%F0%9F%87%B4%20RO%5D%20%5BOpenRay%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE-7530
[VLESS] [1092ms] vless://7ff26d3c-311d-4e05-82d0-0ead1c5165f3@139.59.3.70:19608?security=reality&type=tcp&sni=advertising.apple.com&flow=xtls-rprx-vision&pbk=UqlVsu1eaaCez46dbofES3fdPbupqNls0VNurQLWXy4&fp=chrome&sid=da1eac80#%5B%F0%9F%87%AE%F0%9F%87%B3%20IN%5D%20%F0%9F%87%AE%F0%9F%87%B3%20%E5%8D%B0%E5%BA%A6%20IN-3%20-376
[VLESS] [1093ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.27.36.208:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AB%F0%9F%87%AE%20FI%5D%20%40VIProxys
[VLESS] [1094ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@144.31.130.49:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=qq&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B8%F0%9F%87%AA%20SE%5D%20%40vpnclashfa%20-%204042
[VLESS] [1097ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@195.123.211.205:2053?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3FTelegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2%3D&sni=sni.111000.v6.navy#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%40VIProxys
[VLESS] [1108ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.253.19.164:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BOpenRay%5D%20%F0%9F%87%B1%F0%9F%87%BB%20LV-161
[VLESS] [1112ms] vless://686c62d9-17a7-43c9-a40a-f6747df60a9f@104.18.185.26:2096?security=tls&type=ws&host=ca.adobe-connect.top&path=/&sni=ca.adobe-connect.top&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BOpenRay%5D%20%F0%9F%87%A8%F0%9F%87%A6%20CA-12383
[VLESS] [1127ms] vless://686c62d9-17a7-43c9-a40a-f6747df60a9f@172.66.47.45:2096?security=tls&type=ws&host=ca.adobe-connect.top&path=/%3FJoin-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-Join-V2rayTun0-%3Fed%3D512&sni=ca.adobe-connect.top#%5B%F0%9F%9A%A9%20Unknown%5D%20%5B%F0%9F%87%A9%F0%9F%87%AA%5D%20%5Bvl-tl-ws%5D%20%5B260222-133902.589%5D
[VLESS] [1130ms] vless://26524cce-d514-4014-a426-365fb266a14d@91.197.0.63:443?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%F0%9F%87%B1%F0%9F%87%BB%20%E6%8B%89%E8%84%B1%E7%BB%B4%E4%BA%9A%20LV%205%20-465
[VLESS] [1135ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.242.106.215:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%40vpnclashfa%20-%202637
[VLESS] [1151ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.253.23.98:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BOpenRay%5D%20%F0%9F%87%B1%F0%9F%87%BB%20LV-164
[VLESS] [1157ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.82.127.156:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40%40jdfxq&sni=sni.111000.indevs.in#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%5BVLESS%20224%5D%20%40ResistalProxy
[VLESS] [1182ms] vless://686c62d9-17a7-43c9-a40a-f6747df60a9f@104.21.224.5:2096?security=tls&type=ws&host=ca.adobe-connect.top&path=/&sni=ca.adobe-connect.top&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BVLESS%20410%5D%20%40ResistalProxy
[VLESS] [1185ms] vless://26524cce-d514-4014-a426-365fb266a14d@138.2.12.103:14453?security=tls&type=ws&host=_acme-challenge.443888.xyz&path=/danfeng%3Fed%3D2560&sni=_acme-challenge.443888.xyz&fp=random#%5B%F0%9F%87%AF%F0%9F%87%B5%20JP%5D%20%F0%9F%87%AF%F0%9F%87%B5%20%E6%97%A5%E6%9C%AC%20JP%2019%20-466
[VMESS] [1199ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlZFx1ZDgzY1x1ZGRmMCBIS10gSEtcdWQ4M2NcdWRkZWRcdWQ4M2NcdWRkZjAgfCBuMTc1MzM1NjM2MS5saWU1ZC5jeW91LTQ0MyB8IDMwMC41N21zIiwgImFkZCI6ICI4LjIxNy4xNDYuMjIyIiwgInBvcnQiOiAiNDQzIiwgImlkIjogImNkZmQ5Nzg3LWRhYzgtNGMxZS05YWU1LTEwNGUyM2E5ZDk5NCIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICIiLCAiaG9zdCI6ICJuMTc1MzM1NjM2MS5saWU1ZC5jeW91IiwgInBhdGgiOiAiLyIsICJ0bHMiOiAidGxzIiwgInNuaSI6ICJuMTc1MzM1NjM2MS5saWU1ZC5jeW91IiwgImFscG4iOiAiIn0=
